Feature,Group
wavelet-LLH_glrlm_RunEntropy_spleen,23
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-LLH_glrlm_RunLengthNonUniformity_liver,42
wavelet-LLH_glrlm_RunLengthNonUniformity_spleen,45
wavelet-LLH_glrlm_RunPercentage_liver,51
wavelet-LLH_glrlm_RunPercentage_spleen,51
wavelet-LLH_glrlm_RunVariance_liver,30
wavelet-LLH_glrlm_RunVariance_spleen,30
wavelet-LLH_glrlm_ShortRunEmphasis_liver,51
wavelet-LLH_glrlm_ShortRunEmphasis_spleen,51
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis_liver,75
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis_spleen,65
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis_liver,3
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis_spleen,4
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized_liver,1
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized_spleen,1
wavelet-LLH_glszm_GrayLevelNonUniformity_liver,44
wavelet-LLH_glszm_GrayLevelNonUniformity_spleen,11
wavelet-LLH_glszm_GrayLevelVariance_liver,55
wavelet-LLH_glszm_GrayLevelVariance_spleen,55
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis_liver,75
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis_spleen,75
wavelet-LLH_glszm_LargeAreaEmphasis_liver,38
wavelet-LLH_glszm_LargeAreaEmphasis_spleen,9
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis_liver,40
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis_spleen,9
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis_spleen,40
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis_liver,34
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized_liver,55
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized_spleen,55
wavelet-LLH_glszm_SizeZoneNonUniformity_liver,65
wavelet-LLH_glszm_SizeZoneNonUniformity_spleen,43
wavelet-LLH_glszm_SmallAreaEmphasis_liver,55
wavelet-LLH_glszm_SmallAreaEmphasis_spleen,55
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis_liver,75
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis_spleen,75
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis_liver,34
wavelet-LLH_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-LLH_glszm_ZoneEntropy_liver,60
wavelet-LLH_glszm_ZoneEntropy_spleen,60
wavelet-LLH_glszm_ZonePercentage_liver,50
wavelet-LLH_glszm_ZonePercentage_spleen,49
wavelet-LLH_glszm_ZoneVariance_liver,38
wavelet-LLH_glszm_ZoneVariance_spleen,9
wavelet-LLL_firstorder_10Percentile_liver,22
wavelet-LLL_firstorder_10Percentile_spleen,22
wavelet-LLL_firstorder_90Percentile_liver,57
wavelet-LLL_firstorder_90Percentile_spleen,57
wavelet-LLL_firstorder_Energy_liver,19
wavelet-LLL_firstorder_Energy_spleen,12
wavelet-LLL_firstorder_Entropy_liver,47
wavelet-LLL_firstorder_Entropy_spleen,47
wavelet-LLL_firstorder_InterquartileRange_liver,47
wavelet-LLL_firstorder_InterquartileRange_spleen,47
wavelet-LLL_firstorder_Kurtosis_liver,20
wavelet-LLL_firstorder_Kurtosis_spleen,28
wavelet-LLL_firstorder_Maximum_liver,80
wavelet-LLL_firstorder_Maximum_spleen,76
wavelet-LLL_firstorder_MeanAbsoluteDeviation_liver,47
wavelet-LLL_firstorder_MeanAbsoluteDeviation_spleen,47
wavelet-LLL_firstorder_Mean_liver,59
wavelet-LLL_firstorder_Mean_spleen,59
wavelet-LLL_firstorder_Median_liver,59
wavelet-LLL_firstorder_Median_spleen,59
wavelet-LLL_firstorder_Minimum_liver,33
wavelet-LLL_firstorder_Minimum_spleen,33
wavelet-LLL_firstorder_Range_liver,80
wavelet-LLL_firstorder_Range_spleen,76
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation_liver,47
wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation_spleen,47
wavelet-LLL_firstorder_RootMeanSquared_liver,59
wavelet-LLL_firstorder_RootMeanSquared_spleen,59
wavelet-LLL_firstorder_Skewness_liver,74
wavelet-LLL_firstorder_Skewness_spleen,70
wavelet-LLL_firstorder_TotalEnergy_liver,19
wavelet-LLL_firstorder_TotalEnergy_spleen,12
wavelet-LLL_firstorder_Uniformity_liver,30
wavelet-LLL_firstorder_Uniformity_spleen,30
wavelet-LLL_firstorder_Variance_liver,64
wavelet-LLL_firstorder_Variance_spleen,64
wavelet-LLL_glcm_Autocorrelation_liver,68
wavelet-LLL_glcm_Autocorrelation_spleen,67
wavelet-LLL_glcm_ClusterProminence_liver,64
wavelet-LLL_glcm_ClusterProminence_spleen,68
wavelet-LLL_glcm_ClusterShade_liver,74
wavelet-LLL_glcm_ClusterShade_spleen,8
wavelet-LLL_glcm_ClusterTendency_liver,64
wavelet-LLL_glcm_ClusterTendency_spleen,64
wavelet-LLL_glcm_Contrast_liver,51
wavelet-LLL_glcm_Contrast_spleen,51
wavelet-LLL_glcm_Correlation_liver,24
wavelet-LLL_glcm_Correlation_spleen,24
wavelet-LLL_glcm_DifferenceAverage_liver,51
wavelet-LLL_glcm_DifferenceAverage_spleen,51
wavelet-LLL_glcm_DifferenceEntropy_liver,51
wavelet-LLL_glcm_DifferenceEntropy_spleen,51
wavelet-LLL_glcm_DifferenceVariance_liver,51
wavelet-LLL_glcm_DifferenceVariance_spleen,64
wavelet-LLL_glcm_Id_liver,30
wavelet-LLL_glcm_Id_spleen,30
wavelet-LLL_glcm_Idm_liver,30
wavelet-LLL_glcm_Idm_spleen,30
wavelet-LLL_glcm_Idmn_liver,28
wavelet-LLL_glcm_Idmn_spleen,27
wavelet-LLL_glcm_Idn_liver,28
wavelet-LLL_glcm_Idn_spleen,27
wavelet-LLL_glcm_Imc1_liver,70
wavelet-LLL_glcm_Imc1_spleen,70
wavelet-LLL_glcm_Imc2_liver,24
wavelet-LLL_glcm_Imc2_spleen,24
wavelet-LLL_glcm_InverseVariance_liver,30
wavelet-LLL_glcm_InverseVariance_spleen,30
wavelet-LLL_glcm_JointAverage_liver,68
wavelet-LLL_glcm_JointAverage_spleen,67
wavelet-LLL_glcm_JointEnergy_liver,30
wavelet-LLL_glcm_JointEnergy_spleen,30
wavelet-LLL_glcm_JointEntropy_liver,51
wavelet-LLL_glcm_JointEntropy_spleen,51
wavelet-LLL_glcm_MaximumProbability_liver,30
wavelet-LLL_glcm_MaximumProbability_spleen,30
wavelet-LLL_glcm_SumEntropy_liver,47
wavelet-LLL_glcm_SumEntropy_spleen,47
wavelet-LLL_glcm_SumSquares_liver,64
wavelet-LLL_glcm_SumSquares_spleen,64
wavelet-LLL_gldm_DependenceEntropy_liver,68
wavelet-LLL_gldm_DependenceEntropy_spleen,68
wavelet-LLL_gldm_DependenceNonUniformityNormalized_liver,51
wavelet-LLL_gldm_DependenceNonUniformityNormalized_spleen,51
wavelet-LLL_gldm_DependenceNonUniformity_liver,44
wavelet-LLL_gldm_DependenceNonUniformity_spleen,11
wavelet-LLL_gldm_DependenceVariance_liver,30
wavelet-LLL_gldm_DependenceVariance_spleen,30
wavelet-LLL_gldm_GrayLevelNonUniformity_liver,36
wavelet-LLL_gldm_GrayLevelNonUniformity_spleen,9
wavelet-LLL_gldm_GrayLevelVariance_liver,64
wavelet-LLL_gldm_GrayLevelVariance_spleen,64
wavelet-LLL_gldm_HighGrayLevelEmphasis_liver,68
wavelet-LLL_gldm_HighGrayLevelEmphasis_spleen,67
wavelet-LLL_gldm_LargeDependenceEmphasis_liver,30
wavelet-LLL_gldm_LargeDependenceEmphasis_spleen,30
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,24
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis_liver,32
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,32
wavelet-LLL_gldm_LowGrayLevelEmphasis_liver,1
wavelet-LLL_gldm_LowGrayLevelEmphasis_spleen,5
wavelet-LLL_gldm_SmallDependenceEmphasis_liver,51
wavelet-LLL_gldm_SmallDependenceEmphasis_spleen,51
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis_liver,64
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-LLL_glrlm_GrayLevelNonUniformity_liver,36
wavelet-LLL_glrlm_GrayLevelNonUniformity_spleen,9
wavelet-LLL_glrlm_GrayLevelVariance_liver,64
wavelet-LLL_glrlm_GrayLevelVariance_spleen,64
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis_liver,68
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis_spleen,67
wavelet-LLL_glrlm_LongRunEmphasis_liver,30
wavelet-LLL_glrlm_LongRunEmphasis_spleen,30
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis_liver,68
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis_spleen,79
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis_liver,33
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis_spleen,5
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis_liver,1
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis_spleen,5
wavelet-LLL_glrlm_RunEntropy_liver,64
wavelet-LLL_glrlm_RunEntropy_spleen,64
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-LLL_glrlm_RunLengthNonUniformity_liver,44
wavelet-LLL_glrlm_RunLengthNonUniformity_spleen,11
wavelet-LLL_glrlm_RunPercentage_liver,51
wavelet-LLL_glrlm_RunPercentage_spleen,51
wavelet-LLL_glrlm_RunVariance_liver,30
wavelet-LLL_glrlm_RunVariance_spleen,30
wavelet-LLL_glrlm_ShortRunEmphasis_liver,51
wavelet-LLL_glrlm_ShortRunEmphasis_spleen,51
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis_liver,68
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis_spleen,67
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis_liver,1
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized_liver,33
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized_spleen,33
wavelet-LLL_glszm_GrayLevelNonUniformity_liver,42
wavelet-LLL_glszm_GrayLevelNonUniformity_spleen,45
wavelet-LLL_glszm_GrayLevelVariance_liver,64
wavelet-LLL_glszm_GrayLevelVariance_spleen,68
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis_liver,68
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis_spleen,67
wavelet-LLL_glszm_LargeAreaEmphasis_liver,38
wavelet-LLL_glszm_LargeAreaEmphasis_spleen,39
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis_liver,28
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis_liver,38
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis_spleen,39
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis_liver,1
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized_liver,64
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized_spleen,61
wavelet-LLL_glszm_SizeZoneNonUniformity_liver,42
wavelet-LLL_glszm_SizeZoneNonUniformity_spleen,45
wavelet-LLL_glszm_SmallAreaEmphasis_liver,64
wavelet-LLL_glszm_SmallAreaEmphasis_spleen,61
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis_liver,68
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis_spleen,67
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis_liver,1
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-LLL_glszm_ZoneEntropy_liver,68
wavelet-LLL_glszm_ZoneEntropy_spleen,67
wavelet-LLL_glszm_ZonePercentage_liver,51
wavelet-LLL_glszm_ZonePercentage_spleen,51
wavelet-LLL_glszm_ZoneVariance_liver,38
wavelet-LLL_glszm_ZoneVariance_spleen,39
