Feature,Group
wavelet-HHL_glcm_Autocorrelation_spleen,76
wavelet-HHL_glcm_ClusterProminence_liver,51
wavelet-HHL_glcm_ClusterProminence_spleen,51
wavelet-HHL_glcm_ClusterShade_liver,78
wavelet-HHL_glcm_ClusterShade_spleen,8
wavelet-HHL_glcm_ClusterTendency_liver,51
wavelet-HHL_glcm_ClusterTendency_spleen,51
wavelet-HHL_glcm_Contrast_liver,51
wavelet-HHL_glcm_Contrast_spleen,51
wavelet-HHL_glcm_Correlation_liver,28
wavelet-HHL_glcm_Correlation_spleen,28
wavelet-HHL_glcm_DifferenceAverage_liver,51
wavelet-HHL_glcm_DifferenceAverage_spleen,51
wavelet-HHL_glcm_DifferenceEntropy_liver,51
wavelet-HHL_glcm_DifferenceEntropy_spleen,51
wavelet-HHL_glcm_DifferenceVariance_liver,51
wavelet-HHL_glcm_DifferenceVariance_spleen,51
wavelet-HHL_glcm_Id_liver,30
wavelet-HHL_glcm_Id_spleen,30
wavelet-HHL_glcm_Idm_liver,30
wavelet-HHL_glcm_Idm_spleen,30
wavelet-HHL_glcm_Idmn_liver,28
wavelet-HHL_glcm_Idmn_spleen,27
wavelet-HHL_glcm_Idn_liver,28
wavelet-HHL_glcm_Idn_spleen,27
wavelet-HHL_glcm_Imc1_liver,46
wavelet-HHL_glcm_Imc1_spleen,46
wavelet-HHL_glcm_Imc2_liver,73
wavelet-HHL_glcm_Imc2_spleen,73
wavelet-HHL_glcm_InverseVariance_liver,30
wavelet-HHL_glcm_InverseVariance_spleen,30
wavelet-HHL_glcm_JointAverage_liver,65
wavelet-HHL_glcm_JointAverage_spleen,76
wavelet-HHL_glcm_JointEnergy_liver,30
wavelet-HHL_glcm_JointEnergy_spleen,30
wavelet-HHL_glcm_JointEntropy_liver,51
wavelet-HHL_glcm_JointEntropy_spleen,51
wavelet-HHL_glcm_MaximumProbability_liver,30
wavelet-HHL_glcm_MaximumProbability_spleen,30
wavelet-HHL_glcm_SumEntropy_liver,51
wavelet-HHL_glcm_SumEntropy_spleen,51
wavelet-HHL_glcm_SumSquares_liver,51
wavelet-HHL_glcm_SumSquares_spleen,51
wavelet-HHL_gldm_DependenceEntropy_liver,51
wavelet-HHL_gldm_DependenceEntropy_spleen,51
wavelet-HHL_gldm_DependenceNonUniformityNormalized_liver,51
wavelet-HHL_gldm_DependenceNonUniformityNormalized_spleen,51
wavelet-HHL_gldm_DependenceNonUniformity_liver,42
wavelet-HHL_gldm_DependenceNonUniformity_spleen,11
wavelet-HHL_gldm_DependenceVariance_liver,30
wavelet-HHL_gldm_DependenceVariance_spleen,30
wavelet-HHL_gldm_GrayLevelNonUniformity_liver,36
wavelet-HHL_gldm_GrayLevelNonUniformity_spleen,9
wavelet-HHL_gldm_GrayLevelVariance_liver,51
wavelet-HHL_gldm_GrayLevelVariance_spleen,51
wavelet-HHL_gldm_HighGrayLevelEmphasis_liver,65
wavelet-HHL_gldm_HighGrayLevelEmphasis_spleen,76
wavelet-HHL_gldm_LargeDependenceEmphasis_liver,30
wavelet-HHL_gldm_LargeDependenceEmphasis_spleen,30
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,25
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis_liver,32
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,35
wavelet-HHL_gldm_LowGrayLevelEmphasis_liver,34
wavelet-HHL_gldm_LowGrayLevelEmphasis_spleen,5
wavelet-HHL_gldm_SmallDependenceEmphasis_liver,51
wavelet-HHL_gldm_SmallDependenceEmphasis_spleen,51
wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis_liver,51
wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,51
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis_liver,6
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HHL_glrlm_GrayLevelNonUniformity_liver,36
wavelet-HHL_glrlm_GrayLevelNonUniformity_spleen,9
wavelet-HHL_glrlm_GrayLevelVariance_liver,51
wavelet-HHL_glrlm_GrayLevelVariance_spleen,51
wavelet-HHL_glrlm_HighGrayLevelRunEmphasis_liver,65
wavelet-HHL_glrlm_HighGrayLevelRunEmphasis_spleen,76
wavelet-HHL_glrlm_LongRunEmphasis_liver,30
wavelet-HHL_glrlm_LongRunEmphasis_spleen,30
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis_liver,80
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis_spleen,77
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis_liver,32
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis_spleen,35
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis_liver,34
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis_spleen,5
wavelet-HHL_glrlm_RunEntropy_liver,51
wavelet-HHL_glrlm_RunEntropy_spleen,51
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-HHL_glrlm_RunLengthNonUniformity_liver,44
wavelet-HHL_glrlm_RunLengthNonUniformity_spleen,11
wavelet-HHL_glrlm_RunPercentage_liver,51
wavelet-HHL_glrlm_RunPercentage_spleen,51
wavelet-HHL_glrlm_RunVariance_liver,30
wavelet-HHL_glrlm_RunVariance_spleen,30
wavelet-HHL_glrlm_ShortRunEmphasis_liver,51
wavelet-HHL_glrlm_ShortRunEmphasis_spleen,51
wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis_liver,65
wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis_spleen,76
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis_liver,34
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis_spleen,5
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HHL_glszm_GrayLevelNonUniformity_liver,44
wavelet-HHL_glszm_GrayLevelNonUniformity_spleen,11
wavelet-HHL_glszm_GrayLevelVariance_liver,51
wavelet-HHL_glszm_GrayLevelVariance_spleen,51
wavelet-HHL_glszm_HighGrayLevelZoneEmphasis_liver,65
wavelet-HHL_glszm_HighGrayLevelZoneEmphasis_spleen,76
wavelet-HHL_glszm_LargeAreaEmphasis_liver,38
wavelet-HHL_glszm_LargeAreaEmphasis_spleen,39
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis_liver,28
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis_spleen,39
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis_liver,34
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis_spleen,5
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized_liver,51
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized_spleen,51
wavelet-HHL_glszm_SizeZoneNonUniformity_liver,42
wavelet-HHL_glszm_SizeZoneNonUniformity_spleen,45
wavelet-HHL_glszm_SmallAreaEmphasis_liver,51
wavelet-HHL_glszm_SmallAreaEmphasis_spleen,51
wavelet-HHL_glszm_SmallAreaHighGrayLevelEmphasis_liver,65
wavelet-HHL_glszm_SmallAreaHighGrayLevelEmphasis_spleen,76
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis_liver,34
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis_spleen,5
wavelet-HHL_glszm_ZoneEntropy_liver,51
wavelet-HHL_glszm_ZoneEntropy_spleen,51
wavelet-HHL_glszm_ZonePercentage_liver,51
wavelet-HHL_glszm_ZonePercentage_spleen,51
wavelet-HHL_glszm_ZoneVariance_liver,38
wavelet-HHL_glszm_ZoneVariance_spleen,39
wavelet-HLH_firstorder_10Percentile_liver,30
wavelet-HLH_firstorder_10Percentile_spleen,30
wavelet-HLH_firstorder_90Percentile_liver,50
wavelet-HLH_firstorder_90Percentile_spleen,50
wavelet-HLH_firstorder_Energy_liver,50
wavelet-HLH_firstorder_Energy_spleen,43
wavelet-HLH_firstorder_Entropy_liver,50
wavelet-HLH_firstorder_Entropy_spleen,50
wavelet-HLH_firstorder_InterquartileRange_liver,50
wavelet-HLH_firstorder_InterquartileRange_spleen,50
wavelet-HLH_firstorder_Kurtosis_liver,28
wavelet-HLH_firstorder_Kurtosis_spleen,28
wavelet-HLH_firstorder_Maximum_liver,75
wavelet-HLH_firstorder_Maximum_spleen,75
wavelet-HLH_firstorder_MeanAbsoluteDeviation_liver,50
wavelet-HLH_firstorder_MeanAbsoluteDeviation_spleen,50
wavelet-HLH_firstorder_Mean_liver,74
wavelet-HLH_firstorder_Mean_spleen,57
wavelet-HLH_firstorder_Median_liver,70
wavelet-HLH_firstorder_Median_spleen,70
wavelet-HLH_firstorder_Minimum_liver,34
wavelet-HLH_firstorder_Minimum_spleen,4
wavelet-HLH_firstorder_Range_liver,75
wavelet-HLH_firstorder_Range_spleen,75
wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation_liver,50
wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation_spleen,50
wavelet-HLH_firstorder_RootMeanSquared_liver,50
wavelet-HLH_firstorder_RootMeanSquared_spleen,50
wavelet-HLH_firstorder_Skewness_liver,28
wavelet-HLH_firstorder_Skewness_spleen,28
wavelet-HLH_firstorder_TotalEnergy_liver,50
wavelet-HLH_firstorder_TotalEnergy_spleen,43
wavelet-HLH_firstorder_Uniformity_liver,30
wavelet-HLH_firstorder_Uniformity_spleen,30
wavelet-HLH_firstorder_Variance_liver,50
wavelet-HLH_firstorder_Variance_spleen,50
wavelet-HLH_glcm_Autocorrelation_liver,75
wavelet-HLH_glcm_Autocorrelation_spleen,75
wavelet-HLH_glcm_ClusterProminence_liver,65
wavelet-HLH_glcm_ClusterProminence_spleen,65
wavelet-HLH_glcm_ClusterShade_liver,78
wavelet-HLH_glcm_ClusterShade_spleen,78
wavelet-HLH_glcm_ClusterTendency_liver,50
wavelet-HLH_glcm_ClusterTendency_spleen,50
wavelet-HLH_glcm_Contrast_liver,50
wavelet-HLH_glcm_Contrast_spleen,50
wavelet-HLH_glcm_Correlation_liver,28
wavelet-HLH_glcm_Correlation_spleen,20
wavelet-HLH_glcm_DifferenceAverage_liver,50
wavelet-HLH_glcm_DifferenceAverage_spleen,50
wavelet-HLH_glcm_DifferenceEntropy_liver,50
wavelet-HLH_glcm_DifferenceEntropy_spleen,50
wavelet-HLH_glcm_DifferenceVariance_liver,50
wavelet-HLH_glcm_DifferenceVariance_spleen,50
wavelet-HLH_glcm_Id_liver,30
wavelet-HLH_glcm_Id_spleen,30
wavelet-HLH_glcm_Idm_liver,30
wavelet-HLH_glcm_Idm_spleen,30
wavelet-HLH_glcm_Idmn_liver,28
wavelet-HLH_glcm_Idmn_spleen,25
wavelet-HLH_glcm_Idn_liver,28
wavelet-HLH_glcm_Idn_spleen,25
wavelet-HLH_glcm_Imc1_liver,69
wavelet-HLH_glcm_Imc1_spleen,69
wavelet-HLH_glcm_Imc2_liver,69
wavelet-HLH_glcm_Imc2_spleen,80
wavelet-HLH_glcm_InverseVariance_liver,2
wavelet-HLH_glcm_InverseVariance_spleen,2
wavelet-HLH_glcm_JointAverage_liver,75
wavelet-HLH_glcm_JointAverage_spleen,75
wavelet-HLH_glcm_JointEnergy_liver,30
wavelet-HLH_glcm_JointEnergy_spleen,30
wavelet-HLH_glcm_JointEntropy_liver,50
wavelet-HLH_glcm_JointEntropy_spleen,50
wavelet-HLH_glcm_MaximumProbability_liver,30
wavelet-HLH_glcm_MaximumProbability_spleen,30
wavelet-HLH_glcm_SumEntropy_liver,50
wavelet-HLH_glcm_SumEntropy_spleen,50
wavelet-HLH_glcm_SumSquares_liver,50
wavelet-HLH_glcm_SumSquares_spleen,50
wavelet-HLH_gldm_DependenceEntropy_liver,50
wavelet-HLH_gldm_DependenceEntropy_spleen,50
wavelet-HLH_gldm_DependenceNonUniformityNormalized_liver,32
wavelet-HLH_gldm_DependenceNonUniformityNormalized_spleen,32
wavelet-HLH_gldm_DependenceNonUniformity_liver,19
wavelet-HLH_gldm_DependenceNonUniformity_spleen,12
wavelet-HLH_gldm_DependenceVariance_liver,47
wavelet-HLH_gldm_DependenceVariance_spleen,47
wavelet-HLH_gldm_GrayLevelNonUniformity_liver,36
wavelet-HLH_gldm_GrayLevelNonUniformity_spleen,12
wavelet-HLH_gldm_GrayLevelVariance_liver,50
wavelet-HLH_gldm_GrayLevelVariance_spleen,50
wavelet-HLH_gldm_HighGrayLevelEmphasis_liver,75
wavelet-HLH_gldm_HighGrayLevelEmphasis_spleen,75
wavelet-HLH_gldm_LargeDependenceEmphasis_liver,30
wavelet-HLH_gldm_LargeDependenceEmphasis_spleen,30
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis_liver,80
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,77
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis_liver,34
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,5
wavelet-HLH_gldm_LowGrayLevelEmphasis_liver,3
wavelet-HLH_gldm_LowGrayLevelEmphasis_spleen,4
wavelet-HLH_gldm_SmallDependenceEmphasis_liver,50
wavelet-HLH_gldm_SmallDependenceEmphasis_spleen,50
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis_liver,65
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HLH_glrlm_GrayLevelNonUniformity_liver,19
wavelet-HLH_glrlm_GrayLevelNonUniformity_spleen,12
wavelet-HLH_glrlm_GrayLevelVariance_liver,50
wavelet-HLH_glrlm_GrayLevelVariance_spleen,50
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis_liver,75
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis_spleen,75
wavelet-HLH_glrlm_LongRunEmphasis_liver,30
wavelet-HLH_glrlm_LongRunEmphasis_spleen,30
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis_liver,80
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis_spleen,77
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis_liver,34
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis_spleen,5
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis_liver,3
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis_spleen,4
wavelet-HLH_glrlm_RunEntropy_liver,50
wavelet-HLH_glrlm_RunEntropy_spleen,50
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized_liver,50
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized_spleen,50
wavelet-HLH_glrlm_RunLengthNonUniformity_liver,42
wavelet-HLH_glrlm_RunLengthNonUniformity_spleen,11
wavelet-HLH_glrlm_RunPercentage_liver,50
wavelet-HLH_glrlm_RunPercentage_spleen,50
wavelet-HLH_glrlm_RunVariance_liver,30
wavelet-HLH_glrlm_RunVariance_spleen,30
wavelet-HLH_glrlm_ShortRunEmphasis_liver,51
wavelet-HLH_glrlm_ShortRunEmphasis_spleen,50
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis_liver,65
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis_spleen,75
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis_liver,3
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis_spleen,4
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized_liver,2
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized_spleen,71
wavelet-HLH_glszm_GrayLevelNonUniformity_liver,42
wavelet-HLH_glszm_GrayLevelNonUniformity_spleen,45
wavelet-HLH_glszm_GrayLevelVariance_liver,65
wavelet-HLH_glszm_GrayLevelVariance_spleen,75
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis_liver,75
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis_spleen,75
wavelet-HLH_glszm_LargeAreaEmphasis_liver,40
wavelet-HLH_glszm_LargeAreaEmphasis_spleen,39
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis_liver,40
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis_spleen,40
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis_liver,3
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis_spleen,4
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized_liver,32
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized_spleen,32
wavelet-HLH_glszm_SizeZoneNonUniformity_liver,50
wavelet-HLH_glszm_SizeZoneNonUniformity_spleen,43
wavelet-HLH_glszm_SmallAreaEmphasis_liver,32
wavelet-HLH_glszm_SmallAreaEmphasis_spleen,32
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis_liver,75
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis_spleen,75
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis_liver,3
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis_spleen,4
wavelet-HLH_glszm_ZoneEntropy_liver,65
wavelet-HLH_glszm_ZoneEntropy_spleen,76
wavelet-HLH_glszm_ZonePercentage_liver,50
wavelet-HLH_glszm_ZonePercentage_spleen,50
wavelet-HLH_glszm_ZoneVariance_liver,40
wavelet-HLH_glszm_ZoneVariance_spleen,39
wavelet-HLL_firstorder_10Percentile_liver,30
wavelet-HLL_firstorder_10Percentile_spleen,30
wavelet-HLL_firstorder_90Percentile_liver,51
wavelet-HLL_firstorder_90Percentile_spleen,51
wavelet-HLL_firstorder_Energy_liver,42
wavelet-HLL_firstorder_Energy_spleen,45
wavelet-HLL_firstorder_Entropy_liver,51
wavelet-HLL_firstorder_Entropy_spleen,51
wavelet-HLL_firstorder_InterquartileRange_liver,51
wavelet-HLL_firstorder_InterquartileRange_spleen,51
wavelet-HLL_firstorder_Kurtosis_liver,24
wavelet-HLL_firstorder_Kurtosis_spleen,24
wavelet-HLL_firstorder_Maximum_liver,80
wavelet-HLL_firstorder_Maximum_spleen,77
wavelet-HLL_firstorder_MeanAbsoluteDeviation_liver,51
wavelet-HLL_firstorder_MeanAbsoluteDeviation_spleen,51
wavelet-HLL_firstorder_Mean_liver,14
wavelet-HLL_firstorder_Mean_spleen,12
wavelet-HLL_firstorder_Median_liver,7
wavelet-HLL_firstorder_Median_spleen,12
wavelet-HLL_firstorder_Minimum_liver,6
wavelet-HLL_firstorder_Minimum_spleen,4
wavelet-HLL_firstorder_Range_liver,80
wavelet-HLL_firstorder_Range_spleen,77
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation_liver,51
wavelet-HLL_firstorder_RobustMeanAbsoluteDeviation_spleen,51
wavelet-HLL_firstorder_RootMeanSquared_liver,51
wavelet-HLL_firstorder_RootMeanSquared_spleen,51
wavelet-HLL_firstorder_Skewness_liver,70
wavelet-HLL_firstorder_Skewness_spleen,8
wavelet-HLL_firstorder_TotalEnergy_liver,42
wavelet-HLL_firstorder_TotalEnergy_spleen,45
wavelet-HLL_firstorder_Uniformity_liver,30
wavelet-HLL_firstorder_Uniformity_spleen,30
wavelet-HLL_firstorder_Variance_liver,51
wavelet-HLL_firstorder_Variance_spleen,51
wavelet-HLL_glcm_Autocorrelation_liver,80
wavelet-HLL_glcm_Autocorrelation_spleen,76
wavelet-HLL_glcm_ClusterProminence_liver,51
wavelet-HLL_glcm_ClusterProminence_spleen,80
wavelet-HLL_glcm_ClusterShade_liver,17
wavelet-HLL_glcm_ClusterShade_spleen,8
wavelet-HLL_glcm_ClusterTendency_liver,51
wavelet-HLL_glcm_ClusterTendency_spleen,51
wavelet-HLL_glcm_Contrast_liver,51
wavelet-HLL_glcm_Contrast_spleen,51
wavelet-HLL_glcm_Correlation_liver,28
wavelet-HLL_glcm_Correlation_spleen,21
wavelet-HLL_glcm_DifferenceAverage_liver,51
wavelet-HLL_glcm_DifferenceAverage_spleen,51
wavelet-HLL_glcm_DifferenceEntropy_liver,51
wavelet-HLL_glcm_DifferenceEntropy_spleen,51
wavelet-HLL_glcm_DifferenceVariance_liver,51
wavelet-HLL_glcm_DifferenceVariance_spleen,51
wavelet-HLL_glcm_Id_liver,30
wavelet-HLL_glcm_Id_spleen,30
wavelet-HLL_glcm_Idm_liver,30
wavelet-HLL_glcm_Idm_spleen,30
wavelet-HLL_glcm_Idmn_liver,20
wavelet-HLL_glcm_Idmn_spleen,27
wavelet-HLL_glcm_Idn_liver,20
wavelet-HLL_glcm_Idn_spleen,27
wavelet-HLL_glcm_Imc1_liver,51
wavelet-HLL_glcm_Imc1_spleen,41
wavelet-HLL_glcm_Imc2_liver,73
wavelet-HLL_glcm_Imc2_spleen,20
wavelet-HLL_glcm_InverseVariance_liver,30
wavelet-HLL_glcm_InverseVariance_spleen,30
wavelet-HLL_glcm_JointAverage_liver,80
wavelet-HLL_glcm_JointAverage_spleen,76
wavelet-HLL_glcm_JointEnergy_liver,30
wavelet-HLL_glcm_JointEnergy_spleen,30
wavelet-HLL_glcm_JointEntropy_liver,51
wavelet-HLL_glcm_JointEntropy_spleen,51
wavelet-HLL_glcm_MaximumProbability_liver,30
wavelet-HLL_glcm_MaximumProbability_spleen,30
wavelet-HLL_glcm_SumEntropy_liver,51
wavelet-HLL_glcm_SumEntropy_spleen,51
wavelet-HLL_glcm_SumSquares_liver,51
wavelet-HLL_glcm_SumSquares_spleen,51
wavelet-HLL_gldm_DependenceEntropy_liver,51
wavelet-HLL_gldm_DependenceEntropy_spleen,51
wavelet-HLL_gldm_DependenceNonUniformityNormalized_liver,51
wavelet-HLL_gldm_DependenceNonUniformityNormalized_spleen,51
wavelet-HLL_gldm_DependenceNonUniformity_liver,42
wavelet-HLL_gldm_DependenceNonUniformity_spleen,11
wavelet-HLL_gldm_DependenceVariance_liver,30
wavelet-HLL_gldm_DependenceVariance_spleen,30
wavelet-HLL_gldm_GrayLevelNonUniformity_liver,36
wavelet-HLL_gldm_GrayLevelNonUniformity_spleen,9
wavelet-HLL_gldm_GrayLevelVariance_liver,51
wavelet-HLL_gldm_GrayLevelVariance_spleen,51
wavelet-HLL_gldm_HighGrayLevelEmphasis_liver,80
wavelet-HLL_gldm_HighGrayLevelEmphasis_spleen,76
wavelet-HLL_gldm_LargeDependenceEmphasis_liver,30
wavelet-HLL_gldm_LargeDependenceEmphasis_spleen,30
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis_liver,24
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis_spleen,25
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis_liver,34
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis_spleen,32
wavelet-HLL_gldm_LowGrayLevelEmphasis_liver,6
wavelet-HLL_gldm_LowGrayLevelEmphasis_spleen,4
wavelet-HLL_gldm_SmallDependenceEmphasis_liver,51
wavelet-HLL_gldm_SmallDependenceEmphasis_spleen,51
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis_liver,64
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis_spleen,65
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis_liver,70
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis_spleen,72
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HLL_glrlm_GrayLevelNonUniformity_liver,36
wavelet-HLL_glrlm_GrayLevelNonUniformity_spleen,9
wavelet-HLL_glrlm_GrayLevelVariance_liver,51
wavelet-HLL_glrlm_GrayLevelVariance_spleen,51
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis_liver,80
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis_spleen,76
wavelet-HLL_glrlm_LongRunEmphasis_liver,30
wavelet-HLL_glrlm_LongRunEmphasis_spleen,30
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis_liver,80
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis_spleen,77
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis_liver,34
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis_spleen,5
wavelet-HLL_glrlm_LowGrayLevelRunEmphasis_liver,6
wavelet-HLL_glrlm_LowGrayLevelRunEmphasis_spleen,4
wavelet-HLL_glrlm_RunEntropy_liver,51
wavelet-HLL_glrlm_RunEntropy_spleen,51
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized_liver,51
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized_spleen,51
wavelet-HLL_glrlm_RunLengthNonUniformity_liver,44
wavelet-HLL_glrlm_RunLengthNonUniformity_spleen,11
wavelet-HLL_glrlm_RunPercentage_liver,51
wavelet-HLL_glrlm_RunPercentage_spleen,51
wavelet-HLL_glrlm_RunVariance_liver,30
wavelet-HLL_glrlm_RunVariance_spleen,30
wavelet-HLL_glrlm_ShortRunEmphasis_liver,51
wavelet-HLL_glrlm_ShortRunEmphasis_spleen,51
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis_liver,80
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis_spleen,76
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis_liver,6
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis_spleen,4
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized_liver,30
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized_spleen,30
wavelet-HLL_glszm_GrayLevelNonUniformity_liver,44
wavelet-HLL_glszm_GrayLevelNonUniformity_spleen,11
wavelet-HLL_glszm_GrayLevelVariance_liver,51
wavelet-HLL_glszm_GrayLevelVariance_spleen,64
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis_liver,80
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis_spleen,76
wavelet-HLL_glszm_LargeAreaEmphasis_liver,38
wavelet-HLL_glszm_LargeAreaEmphasis_spleen,39
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis_liver,28
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis_spleen,39
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis_liver,40
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis_spleen,39
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis_liver,6
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis_spleen,4
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized_liver,51
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized_spleen,51
wavelet-HLL_glszm_SizeZoneNonUniformity_liver,42
wavelet-HLL_glszm_SizeZoneNonUniformity_spleen,45
wavelet-HLL_glszm_SmallAreaEmphasis_liver,51
wavelet-HLL_glszm_SmallAreaEmphasis_spleen,51
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis_liver,80
